BenchmarkClassification3/Regular-1-100-2-1-8         	 2378595	       498 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-1-100-2-10-8        	  232488	      5286 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-1-100-2-100-8       	   23967	     49608 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-1-100-2-1000-8      	    2408	    494674 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-1-100-10-1-8        	 2512478	       465 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-1-100-10-10-8       	  248613	      4883 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-1-100-10-100-8      	   24340	     49113 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-1-100-10-1000-8     	    2472	    488574 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-1-100-100-1-8       	 2536698	       474 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-1-100-100-10-8      	  247471	      4965 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-1-100-100-100-8     	   24597	     48968 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-1-100-100-1000-8    	    2422	    492674 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-1-100-255-1-8       	 2593765	       466 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-1-100-255-10-8      	  238742	      5062 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-1-100-255-100-8     	   24637	     48656 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-1-100-255-1000-8    	    2438	    497526 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-1-100-400-1-8       	 2549403	       468 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-1-100-400-10-8      	  250726	      4943 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-1-100-400-100-8     	   24592	     48852 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-1-100-400-1000-8    	    2452	    493672 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-10-100-2-1-8        	 2465823	       490 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-10-100-2-10-8       	  227007	      5231 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-10-100-2-100-8      	   22821	     53166 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-10-100-2-1000-8     	    2244	    533101 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-10-100-10-1-8       	 2412796	       497 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-10-100-10-10-8      	  229384	      5268 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-10-100-10-100-8     	   23336	     51528 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-10-100-10-1000-8    	    2328	    527376 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-10-100-100-1-8      	 2385715	       502 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-10-100-100-10-8     	  231675	      5183 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-10-100-100-100-8    	   22987	     52870 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-10-100-100-1000-8   	    2298	    527289 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-10-100-255-1-8      	 2454943	       489 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-10-100-255-10-8     	  223222	      5289 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-10-100-255-100-8    	   23054	     52125 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-10-100-255-1000-8   	    2301	    526237 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-10-100-400-1-8      	 2454684	       490 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-10-100-400-10-8     	  238856	      5058 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-10-100-400-100-8    	   22723	     52848 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-10-100-400-1000-8   	    2295	    525605 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-100-100-2-1-8       	 1804988	       660 ns/op	      64 B/op	       2 allocs/op
BenchmarkClassification3/Regular-100-100-2-10-8      	  174214	      6963 ns/op	     640 B/op	      20 allocs/op
BenchmarkClassification3/Regular-100-100-2-100-8     	   17071	     69599 ns/op	    6400 B/op	     200 allocs/op
BenchmarkClassification3/Regular-100-100-2-1000-8    	    1722	    699706 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkClassification3/Regular-100-100-10-1-8      	 1798420	       674 ns/op	      64 B/op	       2 allocs/op
