1.96
2.01
1.97
1.97
1.97
1.96
1.97
1.97
0.00
1.97
1.97
1.96
1.97
1.97
1.95
1.97
1.97
1.97
1.97
1.97
1.97
1.15
1.00
1.19
1.34
0.00
1.23
0.00
0.00
1.32
1.31
